等级,等级名,悬赏池,产物显示名,产物ID,饥饿值,效果buff,原料成本合计_铜币,难度系数,增益系数,通用池系数,理论价值,建议unitWorth_铜币,建议数量min,建议数量max,单次支付min,单次支付max,含猜想原料,计算过程,代表配方原料,模组,悬赏池文件,计价修正说明,数据同步来源
2,T2·家常中档,T2菜池,炒饭,farmersdelight:fried_rice,12.0,营养 3分,20,1.65,1.15,1.0,37.95,38,2,8,76,304,是,原料合计20 × T2×1.65 × 轻度×1.15 = 37.95 → ceil → 38；明细: #c:crops/rice=5(已定义) + #c:eggs=5(已定义) + #c:crops/carrot=4(猜想) + #c:crops/onion=6(已定义),稻米(#c:crops/rice) + 蛋(#c:eggs) + 胡萝卜(#c:crops/carrot) + 洋葱(#c:crops/onion),农夫乐事(万花筒机器),food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,填馅马铃薯,farmersdelight:stuffed_potato,10.0,,23,1.65,1.0,1.0,37.95,38,2,8,76,304,是,原料合计23 × T2×1.65 × 无增益×1.0 = 37.95 → ceil → 38；明细: minecraft:baked_potato=5(猜想) + #c:foods/cooked_beef=12(猜想) + #c:drinks/milk=6(猜想),烤马铃薯(minecraft:baked_potato) + 熟牛肉(#c:foods/cooked_beef) + 奶(#c:drinks/milk),农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,蘑菇饭,farmersdelight:mushroom_rice,12.0,营养 3分,19,1.65,1.15,1.0,36.05,37,2,8,74,296,是,原料合计19 × T2×1.65 × 轻度×1.15 = 36.05 → ceil → 37；明细: minecraft:brown_mushroom=5(猜想) + minecraft:red_mushroom=5(猜想) + #c:crops/rice=5(已定义) + minecraft:carrot=4(已定义),棕色蘑菇(minecraft:brown_mushroom) + 红色蘑菇(minecraft:red_mushroom) + 稻米(#c:crops/rice) + 任选其一:[胡萝卜(minecraft:carrot) | 马铃薯(minecraft:potato)],农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,蔬菜汤,farmersdelight:vegetable_soup,12.0,营养 3分,19,1.65,1.15,1.0,36.05,37,2,8,74,296,是,原料合计19 × T2×1.65 × 轻度×1.15 = 36.05 → ceil → 37；明细: #c:crops/carrot=4(猜想) + #c:crops/potato=4(猜想) + #c:crops/beetroot=7(猜想) + #c:foods/leafy_green=4(猜想),胡萝卜(#c:crops/carrot) + 马铃薯(#c:crops/potato) + 甜菜根(#c:crops/beetroot) + 绿叶菜(#c:foods/leafy_green),农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,麻辣兔头,kaleidoscope_cookery:spicy_rabbit_head,13.0,温暖 1分20秒,19,1.65,1.15,1.0,36.05,37,2,8,74,296,是,原料合计19 × T2×1.65 × 轻度×1.15 = 36.05 → ceil → 37；明细: minecraft:rabbit=12(猜想) + #c:crops/chilipepper=7(猜想),生兔肉(minecraft:rabbit) + 辣椒(#c:crops/chilipepper),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,苹果酒,farmersdelight:apple_cider,,伤害吸收 1分,16,1.65,1.35,1.0,35.64,36,2,8,72,288,是,原料合计16 × T2×1.65 × 强增益×1.35 = 35.64 → ceil → 36；明细: minecraft:apple=6(猜想) + minecraft:apple=6(猜想) + minecraft:sugar=4(已定义),苹果(minecraft:apple) + 苹果(minecraft:apple) + 糖(minecraft:sugar),农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,烧烤串,farmersdelight:barbecue_stick,8.0,,21,1.65,1.0,1.0,34.65,35,2,8,70,280,是,原料合计21 × T2×1.65 × 无增益×1.0 = 34.65 → ceil → 35；明细: #c:crops/tomato=6(已定义) + #c:crops/onion=6(已定义) + #c:foods/cooked_meat=8(缺省猜想(默认8)) + minecraft:stick=1(猜想),番茄(#c:crops/tomato) + 洋葱(#c:crops/onion) + 熟肉(#c:foods/cooked_meat) + 木棍(minecraft:stick),农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,牛肉炖,farmersdelight:beef_stew,12.0,营养 3分,18,1.65,1.15,1.0,34.15,35,2,8,70,280,是,原料合计18 × T2×1.65 × 轻度×1.15 = 34.15 → ceil → 35；明细: #c:foods/raw_beef=10(已定义) + #c:crops/carrot=4(猜想) + #c:crops/potato=4(猜想),生牛肉(#c:foods/raw_beef) + 胡萝卜(#c:crops/carrot) + 马铃薯(#c:crops/potato),农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,红烧排骨,kaleidoscope_cookery:braised_pork_ribs,16.0,温暖 1分20秒,18,1.65,1.15,1.0,34.15,35,2,8,70,280,是,原料合计18 × T2×1.65 × 轻度×1.15 = 34.15 → ceil → 35；明细: minecraft:bone=3(猜想) + #c:foods/raw_pork=15(已定义),骨头(minecraft:bone) + 生猪排(#c:foods/raw_pork),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,热干面,kaleidoscope_cookery:hot_dry_noodles,14.0,生机 8分,19,1.65,1.08,1.0,33.86,34,2,8,68,272,是,原料合计19 × T2×1.65 × 其它×1.08 = 33.86 → ceil → 34；明细: #c:crops/chilipepper=7(猜想) + kaleidoscope_cookery:raw_noodles=12(缺省猜想),辣椒(#c:crops/chilipepper) + 生面条(kaleidoscope_cookery:raw_noodles),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,糖醋里脊,kaleidoscope_cookery:sweet_and_sour_pork,9.0,活力 1分30秒,19,1.65,1.08,1.0,33.86,34,2,8,68,272,否,原料合计19 × T2×1.65 × 其它×1.08 = 33.86 → ceil → 34；明细: #c:foods/raw_pork=15(已定义) + minecraft:sugar=4(已定义),生猪排(#c:foods/raw_pork) + 糖(minecraft:sugar),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,虎皮青椒酿肉,kaleidoscope_cookery:stuffed_tiger_skin_pepper,13.0,温暖 1分20秒,17,1.65,1.15,1.0,32.26,33,2,8,66,264,是,原料合计17 × T2×1.65 × 轻度×1.15 = 32.26 → ceil → 33；明细: kaleidoscope_cookery:green_chili=5(缺省猜想) + kaleidoscope_cookery:raw_cut_small_meats=12(缺省猜想),青辣椒(kaleidoscope_cookery:green_chili) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,爆裂紫颂果,minecraft:popped_chorus_fruit,,,20,1.65,1.0,1.0,33.0,33,2,12,66,396,是,原料合计20 × T2×1.65 × 无增益×1.0 = 33.00 → ceil → 33；明细: minecraft:chorus_fruit=20(猜想),紫颂果(minecraft:chorus_fruit),万花筒烹饪,,,
2,T2·家常中档,T2菜池,椒麻鸡,kaleidoscope_cookery:numbing_spicy_chicken,13.0,抗火 2分,14,1.65,1.35,1.0,31.18,32,2,8,64,256,是,原料合计14 × T2×1.65 × 强增益×1.35 = 31.18 → ceil → 32；明细: #c:crops/chilipepper=7(猜想) + #c:foods/raw_chicken=7(已定义),辣椒(#c:crops/chilipepper) + 生鸡肉(#c:foods/raw_chicken),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,生竹筒饭,kaleidoscope_cookery:raw_bamboo_tube_rice,10.0,,19,1.65,1.0,1.0,31.35,32,2,12,64,384,是,原料合计19 × T2×1.65 × 无增益×1.0 = 31.35 → ceil → 32；明细: minecraft:bamboo=2(已定义) + #c:grain/rice=5(缺省猜想) + #c:raw_meats=12(缺省猜想),竹子(minecraft:bamboo) + 稻米(#c:grain/rice) + 生肉(#c:raw_meats),万花筒烹饪,,,
2,T2·家常中档,T2菜池,scramble_egg_with_tomatoes_rice_bowl,kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl,,,,,,,,32,2,8,64,256,,与悬赏池 food_t2_objs unitWorth=32 同步,,,food_t2_objs,补录,bounty_pools JSON 补录
2,T2·家常中档,T2菜池,红烧牛肉,kaleidoscope_cookery:braised_beef,9.0,活力 1分30秒,17,1.65,1.08,1.0,30.29,31,2,8,62,248,是,原料合计17 × T2×1.65 × 其它×1.08 = 30.29 → ceil → 31；明细: #c:foods/raw_beef=10(已定义) + #c:crops/chilipepper=7(猜想),生牛肉(#c:foods/raw_beef) + 辣椒(#c:crops/chilipepper),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,通用池,烟熏火腿,farmersdelight:smoked_ham,10.0,,18,1.65,1.0,0.95,28.21,29,2,10,58,290,是,原料合计18 × T2×1.65 × 无增益×1.0 × 通用池×0.95 = 28.21 → ceil → 29；明细: farmersdelight:ham=18(猜想),火腿(farmersdelight:ham),农夫乐事,food_common_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,红烧牛肉盖饭,kaleidoscope_cookery:braised_beef_rice_bowl,14.0,饱腹代偿 3分,12,1.65,1.35,1.0,26.73,27,2,12,54,324,是,原料合计12 × T2×1.65 × 强增益×1.35 = 26.73 → ceil → 27；明细: kaleidoscope_cookery:braised_beef=12(缺省猜想),红烧牛肉(kaleidoscope_cookery:braised_beef),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,鱼香肉丝盖饭,kaleidoscope_cookery:fish_flavored_shredded_pork_rice_bowl,14.0,饱腹代偿 3分,12,1.65,1.35,1.0,26.73,27,2,12,54,324,是,原料合计12 × T2×1.65 × 强增益×1.35 = 26.73 → ceil → 27；明细: kaleidoscope_cookery:fish_flavored_shredded_pork=12(缺省猜想),鱼香肉丝(kaleidoscope_cookery:fish_flavored_shredded_pork),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,油泼鱼,kaleidoscope_cookery:oil_splashed_fish,13.0,温暖 1分20秒,14,1.65,1.15,1.0,26.56,27,2,12,54,324,是,原料合计14 × T2×1.65 × 轻度×1.15 = 26.56 → ceil → 27；明细: #c:raw_fishes=7(已定义) + #c:crops/chilipepper=7(猜想),生鱼(#c:raw_fishes) + 辣椒(#c:crops/chilipepper),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,青椒炒肉盖饭,kaleidoscope_cookery:stir_fried_pork_with_peppers_rice_bowl,14.0,饱腹代偿 3分,12,1.65,1.35,1.0,26.73,27,2,12,54,324,是,原料合计12 × T2×1.65 × 强增益×1.35 = 26.73 → ceil → 27；明细: kaleidoscope_cookery:stir_fried_pork_with_peppers=12(缺省猜想),青椒炒肉(kaleidoscope_cookery:stir_fried_pork_with_peppers),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,糖醋里脊盖饭,kaleidoscope_cookery:sweet_and_sour_pork_rice_bowl,14.0,饱腹代偿 3分,12,1.65,1.35,1.0,26.73,27,2,12,54,324,是,原料合计12 × T2×1.65 × 强增益×1.35 = 26.73 → ceil → 27；明细: kaleidoscope_cookery:sweet_and_sour_pork=12(缺省猜想),糖醋里脊(kaleidoscope_cookery:sweet_and_sour_pork),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,嬗变饭袋,kaleidoscope_cookery:transmutation_lunch_bag,,,16,1.65,1.0,1.0,26.4,27,2,12,54,324,是,原料合计16 × T2×1.65 × 无增益×1.0 = 26.40 → ceil → 27；明细: minecraft:leather=8(缺省猜想(默认8)) + minecraft:nether_star=8(缺省猜想(默认8)),皮革(minecraft:leather)×6 + 下界之星(minecraft:nether_star),万花筒烹饪,,,
2,T2·家常中档,T2菜池,海带寿司卷,farmersdelight:kelp_roll,12.0,,14,1.65,1.0,1.0,23.1,24,2,12,48,288,是,原料合计14 × T2×1.65 × 无增益×1.0 = 23.10 → ceil → 24；明细: kaleidoscope_cookery:cooked_rice=7(猜想) + minecraft:carrot=4(已定义) + minecraft:dried_kelp=3(猜想),米饭(kaleidoscope_cookery:cooked_rice)×2 + 胡萝卜(minecraft:carrot) + 干海带(minecraft:dried_kelp)×3,农夫乐事,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,四喜丸子汤,kaleidoscope_cookery:four_joy_meatball_soup,13.0,温暖 1分20秒,12,1.65,1.15,1.0,22.77,23,2,12,46,276,是,原料合计12 × T2×1.65 × 轻度×1.15 = 22.77 → ceil → 23；明细: kaleidoscope_cookery:raw_meatball=12(猜想),生丸子(kaleidoscope_cookery:raw_meatball),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,scramble_egg_with_tomatoes,kaleidoscope_cookery:scramble_egg_with_tomatoes,,,,,,,,22,2,12,44,264,,与悬赏池 food_t2_objs unitWorth=22 同步,,,food_t2_objs,补录,bounty_pools JSON 补录
2,T2·家常中档,T2菜池,拔丝土豆,kaleidoscope_cookery:candied_potato,20.0,温暖 1分20秒,8,1.65,1.15,1.0,15.18,16,2,12,32,192,否,原料合计8 × T2×1.65 × 轻度×1.15 = 15.18 → ceil → 16；明细: minecraft:sugar=4(已定义) + minecraft:potato=4(已定义),糖(minecraft:sugar) + 马铃薯(minecraft:potato),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,熟粽子,kaleidoscope_cookery:zongzi,8.0,生命恢复 20秒,10,1.25,1.15,1.0,15,15,3,16,45,240,是,生粽=米5+睡莲5=10；×1.25煮制×1.15恢复 → 15,生粽子(kaleidoscope_cookery:raw_zongzi),万花筒烹饪,food_t2_objs,整盘/组合链重算,bounty_pools JSON
2,T2·家常中档,T2菜池,腊八粥,kaleidoscope_cookery:laba_congee,12.0,温暖 5分,7,1.65,1.15,1.0,13.28,14,2,12,28,168,是,原料合计7 × T2×1.65 × 轻度×1.15 = 13.28 → ceil → 14；明细: #c:seeds=3(猜想) + minecraft:sugar=4(已定义),种子(#c:seeds) + 糖(minecraft:sugar),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,乌龙茶,kaleidoscope_cookery:oolong,,,8,1.65,1.0,1.0,13.2,14,2,12,28,168,是,原料合计8 × T2×1.65 × 无增益×1.0 = 13.20 → ceil → 14；明细: minecraft:dragon_breath=8(缺省猜想(默认8)),龙息(minecraft:dragon_breath),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,黑色染料,minecraft:black_dye,,,8,1.65,1.0,1.0,13.2,14,2,12,28,168,是,原料合计8 × T2×1.65 × 无增益×1.0 = 13.20 → ceil → 14；明细: minecraft:wither_rose=8(缺省猜想(默认8)),凋灵玫瑰(minecraft:wither_rose),万花筒烹饪,,,
2,T2·家常中档,T2菜池,棕蘑菇瓦罐汤,kaleidoscope_cookery:brown_mushroom_pot_soup,18.0,温暖 5分,5,1.65,1.15,1.0,9.49,10,2,12,20,120,是,原料合计5 × T2×1.65 × 轻度×1.15 = 9.49 → ceil → 10；明细: minecraft:brown_mushroom=5(猜想),棕色蘑菇(minecraft:brown_mushroom),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
2,T2·家常中档,T2菜池,红蘑菇瓦罐汤,kaleidoscope_cookery:red_mushroom_pot_soup,18.0,温暖 5分,5,1.65,1.15,1.0,9.49,10,2,12,20,120,是,原料合计5 × T2×1.65 × 轻度×1.15 = 9.49 → ceil → 10；明细: minecraft:red_mushroom=5(猜想),红色蘑菇(minecraft:red_mushroom),万花筒烹饪,food_t2_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,末地风味刺身,kaleidoscope_cookery:end_style_sashimi,16.0,芥末 5分,118,2.45,1.08,1.0,312.23,313,1,2,313,626,是,原料合计118 × T3×2.45 × 其它×1.08 = 312.23 → ceil → 313；明细: minecraft:chorus_fruit=20(猜想) + minecraft:chorus_fruit=20(猜想) + minecraft:chorus_fruit=20(猜想) + kaleidoscope_cookery:sashimi=14(猜想) + kaleidoscope_cookery:sashimi=14(猜想) + kaleidoscope_cookery:sashimi=14(猜想) + kaleidoscope_cookery:sashimi=14(猜想) + minecraft:bowl=2(猜想),紫颂果(minecraft:chorus_fruit) + 紫颂果(minecraft:chorus_fruit) + 紫颂果(minecraft:chorus_fruit) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 碗(minecraft:bowl),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,黄金沙拉,kaleidoscope_cookery:golden_salad,20.0,抗性提升 1分40秒、生命恢复 10秒,50,2.45,1.35,1.0,165.38,166,1,2,166,332,是,原料合计50 × T3×2.45 × 强增益×1.35 = 165.38 → ceil → 166；明细: minecraft:golden_apple=8(缺省猜想(默认8)) + minecraft:golden_apple=8(缺省猜想(默认8)) + minecraft:golden_carrot=8(缺省猜想(默认8)) + minecraft:golden_carrot=8(缺省猜想(默认8)) + minecraft:glistering_melon_slice=8(缺省猜想(默认8)) + minecraft:glistering_melon_slice=8(缺省猜想(默认8)) + minecraft:bowl=2(猜想),金苹果(minecraft:golden_apple) + 金苹果(minecraft:golden_apple) + 金胡萝卜(minecraft:golden_carrot) + 金胡萝卜(minecraft:golden_carrot) + 闪烁的西瓜片(minecraft:glistering_melon_slice) + 闪烁的西瓜片(minecraft:glistering_melon_slice) + 碗(minecraft:bowl),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,毛血旺,kaleidoscope_cookery:spicy_blood_stew,13.0,抗火 1分20秒,47,2.45,1.35,1.0,155.45,156,1,2,156,312,是,原料合计47 × T3×2.45 × 强增益×1.35 = 155.45 → ceil → 156；明细: #c:foods/raw_pork=15(已定义) + #c:crops/chilipepper=7(猜想) + minecraft:blaze_powder=25(猜想),生猪排(#c:foods/raw_pork) + 辣椒(#c:crops/chilipepper) + 烈焰粉(minecraft:blaze_powder),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,炸春卷,kaleidoscope_cookery:fried_spring_roll,13.0,温暖 1分20秒,50,2.45,1.15,1.0,140.88,141,1,2,141,282,是,原料合计50 × T3×2.45 × 轻度×1.15 = 140.88 → ceil → 141；明细: minecraft:phantom_membrane=30(猜想) + #c:foods/raw_pork=15(已定义) + #c:mushrooms=5(猜想),幻翼膜(minecraft:phantom_membrane) + 生猪排(#c:foods/raw_pork) + 蘑菇(#c:mushrooms),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,凛冬羊排,kaleidoscope_cookery:frost_lamb_chop,13.0,寒带疾行 1分20秒,50,2.45,1.15,1.0,140.88,141,1,2,141,282,是,原料合计50 × T3×2.45 × 轻度×1.15 = 140.88 → ceil → 141；明细: minecraft:blue_ice=35(猜想) + #c:foods/raw_mutton=15(已定义),蓝冰(minecraft:blue_ice) + 生羊肉(#c:foods/raw_mutton),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,烈焰羊排,kaleidoscope_cookery:blaze_lamb_chop,13.0,抗火 1分20秒,40,2.45,1.35,1.0,132.3,133,1,2,133,266,是,原料合计40 × T3×2.45 × 强增益×1.35 = 132.30 → ceil → 133；明细: minecraft:blaze_powder=25(猜想) + #c:foods/raw_mutton=15(已定义),烈焰粉(minecraft:blaze_powder) + 生羊肉(#c:foods/raw_mutton),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,佛跳墙,kaleidoscope_cookery:buddha_jumps_over_the_wall,20.0,饱腹代偿 3分,40,2.45,1.35,1.0,132.3,133,1,2,133,266,是,原料合计40 × T3×2.45 × 强增益×1.35 = 132.30 → ceil → 133；明细: #c:eggs=5(已定义) + minecraft:phantom_membrane=30(猜想) + #c:crops/lettuce=5(缺省猜想),蛋(#c:eggs) + 幻翼膜(minecraft:phantom_membrane) + 生菜(#c:crops/lettuce),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,下界风味刺身,kaleidoscope_cookery:nether_style_sashimi,,,,,,,,120,1,2,120,240,,与悬赏池 food_t3_objs unitWorth=120 同步,,,food_t3_objs,补录,bounty_pools JSON 补录
3,T3·名菜高档,T3菜池,翻糖派,kaleidoscope_cookery:fondant_pie,20.0,饱腹代偿 1分20秒,34,2.45,1.35,1.0,112.46,113,1,2,113,226,是,原料合计34 × T3×2.45 × 强增益×1.35 = 112.46 → ceil → 113；明细: minecraft:sugar=4(已定义) + minecraft:pumpkin_pie=30(猜想),糖(minecraft:sugar) + 南瓜派(minecraft:pumpkin_pie),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,水晶羊排,kaleidoscope_cookery:crystal_lamb_chop,13.0,急迫2 5分,33,2.45,1.35,1.0,109.15,110,1,2,110,220,是,原料合计33 × T3×2.45 × 强增益×1.35 = 109.15 → ceil → 110；明细: minecraft:amethyst_shard=18(猜想) + #c:foods/raw_mutton=15(已定义),紫水晶碎片(minecraft:amethyst_shard) + 生羊肉(#c:foods/raw_mutton),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,烤羊排,farmersdelight:roasted_mutton_chops,14.0,营养 5分,36,2.45,1.15,1.0,101.43,102,1,2,102,204,是,原料合计36 × T3×2.45 × 轻度×1.15 = 101.43 → ceil → 102；明细: kaleidoscope_cookery:cooked_lamb_chops=14(猜想) + minecraft:beetroot=7(已定义) + minecraft:bowl=2(猜想) + kaleidoscope_cookery:cooked_rice=7(猜想) + #c:crops/tomato=6(已定义),熟羊排(kaleidoscope_cookery:cooked_lamb_chops) + 甜菜根(minecraft:beetroot) + 碗(minecraft:bowl) + 米饭(kaleidoscope_cookery:cooked_rice) + 番茄(#c:crops/tomato),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,南瓜汤,farmersdelight:pumpkin_soup,14.0,营养 5分,33,2.45,1.15,1.0,92.98,93,1,3,93,279,是,原料合计33 × T3×2.45 × 轻度×1.15 = 92.98 → ceil → 93；明细: farmersdelight:pumpkin_slice=8(缺省猜想(默认8)) + #c:foods/leafy_green=4(猜想) + #c:foods/raw_pork=15(已定义) + #c:drinks/milk=6(猜想),南瓜片(farmersdelight:pumpkin_slice) + 绿叶菜(#c:foods/leafy_green) + 生猪排(#c:foods/raw_pork) + 奶(#c:drinks/milk),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,香烤鲑鱼,farmersdelight:grilled_salmon,14.0,营养 3分,32,2.45,1.15,1.0,90.16,91,1,3,91,273,是,原料合计32 × T3×2.45 × 轻度×1.15 = 90.16 → ceil → 91；明细: #c:foods/cooked_salmon=12(缺省猜想) + minecraft:sweet_berries=6(已定义) + minecraft:bowl=2(猜想) + #c:crops/cabbage=6(已定义) + #c:crops/onion=6(已定义),熟鲑鱼(#c:foods/cooked_salmon) + 甜浆果(minecraft:sweet_berries) + 碗(minecraft:bowl) + 卷心菜(#c:crops/cabbage) + 洋葱(#c:crops/onion),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,驴肉火烧,kaleidoscope_cookery:donkey_burger,12.0,饱腹代偿 45秒,27,2.45,1.35,1.0,89.3,90,1,3,90,270,是,原料合计27 × T3×2.45 × 强增益×1.35 = 89.30 → ceil → 90；明细: #c:crops/chilipepper=7(猜想) + #c:dough=8(猜想(模糊)) + kaleidoscope_cookery:raw_cut_small_meats=12(缺省猜想),辣椒(#c:crops/chilipepper) + 面团(#c:dough) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),万花筒烹饪,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,面条汤,farmersdelight:noodle_soup,14.0,营养 5分,31,2.45,1.15,1.0,87.34,88,1,3,88,264,是,原料合计31 × T3×2.45 × 轻度×1.15 = 87.34 → ceil → 88；明细: #c:foods/pasta=8(缺省猜想(默认8)) + #c:eggs=5(已定义) + minecraft:dried_kelp=3(猜想) + #c:foods/raw_pork=15(已定义),意面(#c:foods/pasta) + 蛋(#c:eggs) + 干海带(minecraft:dried_kelp) + 生猪排(#c:foods/raw_pork),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,肉丸意面,farmersdelight:pasta_with_meatballs,12.0,营养 3分,29,2.45,1.15,1.0,81.71,82,1,3,82,246,是,原料合计29 × T3×2.45 × 轻度×1.15 = 81.71 → ceil → 82；明细: farmersdelight:minced_beef=11(猜想) + #c:foods/pasta=8(缺省猜想(默认8)) + farmersdelight:tomato_sauce=10(猜想),牛肉馅(farmersdelight:minced_beef) + 意面(#c:foods/pasta) + 番茄酱(farmersdelight:tomato_sauce),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,蔬菜面,farmersdelight:vegetable_noodles,14.0,营养 5分,29,2.45,1.15,1.0,81.71,82,1,3,82,246,是,原料合计29 × T3×2.45 × 轻度×1.15 = 81.71 → ceil → 82；明细: #c:crops/carrot=4(猜想) + #c:mushrooms=5(猜想) + #c:foods/pasta=8(缺省猜想(默认8)) + #c:foods/leafy_green=4(猜想) + #c:foods/vegetable=8(缺省猜想(默认8)),胡萝卜(#c:crops/carrot) + 蘑菇(#c:mushrooms) + 意面(#c:foods/pasta) + 绿叶菜(#c:foods/leafy_green) + 蔬菜(#c:foods/vegetable)(除西瓜片(minecraft:melon_slice)),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,鱿鱼墨面,farmersdelight:squid_ink_pasta,14.0,营养 5分,28,2.45,1.15,1.0,78.89,79,1,3,79,237,是,原料合计28 × T3×2.45 × 轻度×1.15 = 78.89 → ceil → 79；明细: 不含河豚=8(缺省猜想(默认8)) + #c:foods/pasta=8(缺省猜想(默认8)) + #c:crops/tomato=6(已定义) + minecraft:ink_sac=6(猜想),安全生鱼(不含河豚)(#c:foods/safe_raw_fish) + 意面(#c:foods/pasta) + 番茄(#c:crops/tomato) + 墨囊(minecraft:ink_sac),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
3,T3·名菜高档,T3菜池,烘焙鳕鱼炖,farmersdelight:baked_cod_stew,14.0,营养 5分,27,2.45,1.15,1.0,76.07,77,1,3,77,231,是,原料合计27 × T3×2.45 × 轻度×1.15 = 76.07 → ceil → 77；明细: #c:foods/raw_cod=12(缺省猜想) + #c:crops/potato=4(猜想) + #c:eggs=5(已定义) + #c:crops/tomato=6(已定义),生鳕鱼(#c:foods/raw_cod) + 马铃薯(#c:crops/potato) + 蛋(#c:eggs) + 番茄(#c:crops/tomato),农夫乐事,food_t3_objs,与悬赏池一致,bounty_pools JSON
